Instance,Runtime,Dual_Bound,Primal_Bound,Lambdas,Optimal_Lambda,Optimal_Value
12,0.0,"[0.7914079210343848, 0.7496005420424954, 0.7496005420424954, 0.7376801752512354, 0.7306030324598172, 0.7306030324598172, 0.7293827854520811, 0.7293827854520811, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354, 0.7293757264599354]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355]","[0.49973369469499695, 0.7496005420424954, 0.6246671183687462, 0.6871338302056208, 0.7183671861240581, 0.7339838640832768, 0.7261755251036675, 0.7300796945934721, 0.7281276098485698, 0.729103652221021, 0.7295916734072465, 0.7293476628141338, 0.7292256575175774, 0.7292866601658556, 0.7293171614899947, 0.7293324121520642, 0.729340037483099, 0.7293438501486164, 0.7293419438158577, 0.7293428969822371]",0.7293428969822371,0.7293757264599355
13,0.0,"[0.7893564484151451, 0.7498972225739634, 0.7491768805885451, 0.7311881106368847, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064, 0.7256771917419064]","[-inf, 0.0, 0.0, 0.0, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065, 0.7256771917419065]","[0.4999314817159756, 0.7498972225739634, 0.6249143521449695, 0.6874057873594664, 0.7186515049667149, 0.7342743637703392, 0.726462934368527, 0.722557219667621, 0.724510077018074, 0.7254865056933005, 0.7259747200309138, 0.7257306128621072, 0.7256085592777038, 0.7256695860699055, 0.7257000994660063, 0.7256848427679559, 0.7256772144189307, 0.7256734002444181, 0.7256753073316744, 0.7256762608753026]",0.7256762608753026,0.7256771917419065
14,0.0,"[0.7825415688357044, 0.7495749417085225, 0.7436343298126777, 0.729233185138265, 0.7233178330066677, 0.7233178330066677, 0.7233178330066677, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066011, 0.7232361962066011, 0.7232361962066011]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012, 0.7232361962066012]","[0.4997166278056816, 0.7495749417085225, 0.6246457847571021, 0.6871103632328123, 0.7183426524706673, 0.7339587970895949, 0.7261507247801311, 0.7222466886253992, 0.7241987067027651, 0.7232226976640821, 0.7237107021834236, 0.7234666999237529, 0.7233446987939175, 0.7232836982289998, 0.723253197946541, 0.7232379478053115, 0.7232303227346968, 0.7232341352700041, 0.7232322290023505, 0.7232331821361773]",0.7232331821361773,0.7232361962066012
15,0.0,"[0.7805538409098749, 0.7497413008822787, 0.7396595736775471, 0.7264529425357247, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214, 0.7236879062366214]","[-inf, 0.0, 0.0, 0.0, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215]","[0.4998275339215192, 0.7497413008822787, 0.6247844174018989, 0.6872628591420888, 0.7185020800121837, 0.7341216904472312, 0.7263118852297075, 0.7224069826209456, 0.7204545313165647, 0.7194783056643742, 0.7199664184904695, 0.7202104749035171, 0.7200884466969932, 0.7201494608002552, 0.7201799678518861, 0.7201952213777016, 0.7201875946147939, 0.7201914079962477, 0.7201933146869747, 0.7201942680323381]",0.7201942680323381,0.7236879062366215
16,0.013000011444091797,"[0.786949281113874, 0.7499351729399303, 0.745916322501245, 0.7282314380546037, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889]","[-inf, 0.0, 0.0, 0.0, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.725386272676889]","[0.4999567819599535, 0.7499351729399303, 0.624945977449942, 0.6874405751949362, 0.7186878740674332, 0.7343115235036817, 0.7264996987855574, 0.7225937864264953, 0.7245467426060264, 0.7235702645162608, 0.7240585035611435, 0.724302623083585, 0.7244246828448057, 0.7244857127254161, 0.7245162276657212, 0.7245314851358737, 0.72453911387095, 0.7245352995034119, 0.7245372066871809, 0.7245381602790655]",0.7245381602790655,0.725386272676889
17,0.003000020980834961,"[0.7905830041315901, 0.7497352556023187, 0.7497352556023187, 0.7328508087210222, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924]","[-inf, 0.0, 0.0, 0.0, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.729687475261924]","[0.4998235037348791, 0.7497352556023187, 0.6247793796685989, 0.6872573176354588, 0.7184962866188888, 0.7341157711106037, 0.7263060288647463, 0.730210899987675, 0.7282584644262107, 0.7292346822069429, 0.729722791097309, 0.7294787366521259, 0.7296007638747175, 0.7296617774860132, 0.7296922842916611, 0.7296770308888372, 0.7296846575902491, 0.7296884709409551, 0.7296865642656021, 0.7296856109279256]",0.7296856109279256,0.729687475261924
18,0.0,"[0.7891679812119522, 0.7496672217554043, 0.7488978401490087, 0.7307621728817496, 0.7231747401859419, 0.7231747401859419, 0.7231747401859419, 0.722566139072091, 0.722566139072091, 0.722566139072091, 0.722566139072091, 0.722566139072091, 0.7225504677477109, 0.7225504677477108, 0.7225504677477108, 0.7225504677477108, 0.7225504677477108, 0.7225504677477108, 0.7225504677477108, 0.7225504677477108]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109, 0.7225504677477109]","[0.49977814783693625, 0.7496672217554043, 0.6247226847961703, 0.6871949532757873, 0.7184310875155958, 0.7340491546355001, 0.726240121075548, 0.722335604295572, 0.72428786268556, 0.723311733490566, 0.7228236688930689, 0.7225796365943205, 0.7224576204449462, 0.7225186285196333, 0.7225491325569768, 0.7225643845756486, 0.7225567585663127, 0.7225529455616448, 0.7225510390593108, 0.7225500858081438]",0.7225500858081438,0.7225504677477109
19,0.0,"[0.7881749041903386, 0.749927682663929, 0.7476883308216432, 0.7324411461389059, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504]","[-inf, 0.0, 0.0, 0.0, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504, 0.7285594724364504]","[0.4999517884426193, 0.749927682663929, 0.6249397355532741, 0.6874337091086016, 0.7186806958862653, 0.7343041892750971, 0.7264924425806811, 0.7303983159278891, 0.7284453792542851, 0.7294218475910871, 0.728933613422686, 0.7286894963384856, 0.7285674377963853, 0.7285064085253352, 0.7285369231608603, 0.7285521804786228, 0.7285598091375041, 0.7285559948080634, 0.7285579019727837, 0.7285588555551439]",0.7285588555551439,0.7285594724364504
20,0.0,"[0.7844260777817819, 0.7499480239528825, 0.7432062385294801, 0.7286191254859575, 0.7257899244781673, 0.7257899244781673, 0.7257899244781673, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671]","[-inf, 0.0, 0.0, 0.0, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671]","[0.49996534930192166, 0.7499480239528825, 0.6249566866274021, 0.6874523552901424, 0.7187001896215124, 0.7343241067871975, 0.726512148204355, 0.7226061689129337, 0.7245591585586444, 0.7255356533814996, 0.7260239007929272, 0.7257797770872134, 0.7259018389400703, 0.7258408080136418, 0.7258102925504276, 0.7257950348188205, 0.7257874059530169, 0.7257912203859187, 0.7257893131694678, 0.7257883595612424]",0.7257883595612424,0.7257899244781671
21,0.0,"[0.7839039291504917, 0.7494604309007142, 0.7436605085720545, 0.7265189031043501, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025]","[-inf, 0.0, 0.0, 0.0, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025]","[0.4996402872671428, 0.7494604309007142, 0.6245503590839285, 0.6870053949923214, 0.7182329129465178, 0.7338466719236161, 0.726039792435067, 0.7221363526907925, 0.7240880725629297, 0.7231122126268611, 0.7226242826588267, 0.7223803176748096, 0.7225023001668182, 0.7225632914128224, 0.7225937870358246, 0.7226090348473256, 0.7226166587530762, 0.7226204707059515, 0.7226223766823892, 0.7226233296706079]",0.7226233296706079,0.7226332866402025
22,0.00599980354309082,"[0.7899266687951232, 0.7498272631381394, 0.748657788683003, 0.7308784562020068, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072, 0.7254357356190072]","[-inf, 0.0, 0.0, 0.0, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073]","[0.49988484209209294, 0.7498272631381394, 0.6248560526151161, 0.6873416578766278, 0.7185844605073837, 0.7342058618227616, 0.7263951611650726, 0.7224898108362281, 0.7205371356718059, 0.7195607980895948, 0.7200489668807004, 0.7202930512762531, 0.7204150934740294, 0.7204761145729177, 0.7205066251223617, 0.7205218803970839, 0.7205142527597228, 0.7205180665784033, 0.7205199734877437, 0.7205209269424138]",0.7205209269424138,0.7254357356190073
23,0.0,"[0.7850321611381067, 0.7496010621587683, 0.7449029642503326, 0.7295197000000833, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412]","[-inf, 0.0, 0.0, 0.0, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412]","[0.4997340414391789, 0.7496010621587683, 0.6246675517989736, 0.6871343069788709, 0.7183676845688196, 0.733984373363794, 0.7261760289663068, 0.7222718567675632, 0.724223942866935, 0.7232478998172491, 0.7237359213420921, 0.7239799321045135, 0.7238579267233027, 0.7239189294139081, 0.7239494307592108, 0.7239341800865595, 0.7239265547502338, 0.7239303674183967, 0.723932273752478, 0.7239332269195188]",0.7239332269195188,0.7239425106237412
