Instance,Runtime,Dual_Bound,Primal_Bound,Lamda,Optimal_Value
1,0.0,"[0.6715180884253312, 0.6456911183052985, 0.6327776332452819, 0.6263208907152737, 0.6230925194502697, 0.6214783338177676, 0.6206712410015166, 0.6202676945933909, 0.6200659213893283, 0.6199650347872969, 0.6199145914862811, 0.6198893698357734, 0.6198767590105194]","[0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656, 0.6198641481852656]","[0.040291414960545745, 0.020145707480272872, 0.010072853740136436, 0.005036426870068218, 0.002518213435034109, 0.0012591067175170545, 0.0006295533587585273, 0.00031477667937926363, 0.00015738833968963182, 7.869416984481591e-05, 3.9347084922407954e-05, 1.9673542461203977e-05, 9.836771230601988e-06]",0.6198641481852656
2,0.0,"[0.7759960000940646, 0.7208870111712808, 0.6933325167098888, 0.679555269479193, 0.672666645863845, 0.6692223340561709, 0.6675001781523341, 0.6666391002004155, 0.6662085612244563, 0.6659932917364767, 0.6658856569924868, 0.665831839620492, 0.6658049309344944, 0.6657914765914957]","[0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497, 0.665778022248497]","[0.04553534309526569, 0.022767671547632845, 0.011383835773816423, 0.005691917886908211, 0.0028459589434541056, 0.0014229794717270528, 0.0007114897358635264, 0.0003557448679317632, 0.0001778724339658816, 8.89362169829408e-05, 4.44681084914704e-05, 2.22340542457352e-05, 1.11170271228676e-05, 5.5585135614338e-06]",0.665778022248497
3,0.0,"[0.6938116257379254, 0.6639031443557128, 0.6489489036646066, 0.6414717833190534, 0.6377332231462769, 0.6358639430598886, 0.6349293030166945, 0.6344619829950974, 0.6342283229842988, 0.6341114929788996, 0.6340530779761999, 0.6340238704748501, 0.6340092667241752]","[0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003, 0.6339946629735003]","[0.04063583857197475, 0.020317919285987376, 0.010158959642993688, 0.005079479821496844, 0.002539739910748422, 0.001269869955374211, 0.0006349349776871055, 0.00031746748884355276, 0.00015873374442177638, 7.936687221088819e-05, 3.9683436105444095e-05, 1.9841718052722047e-05, 9.920859026361024e-06]",0.6339946629735003
4,0.0,"[0.6238887829701071, 0.5683353052900331, 0.5510066985430342, 0.5446007946301583, 0.5413978426737205, 0.5397963666955014, 0.538995628706392, 0.5385952597118372, 0.5383950752145599, 0.5382949829659212, 0.5382449368416018, 0.5382199137794422, 0.5382074022483623]","[0.5002104764686905, 0.5312540778442186, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825, 0.5381948907172825]","[0.03875255787914747, 0.019376278939573735, 0.009688139469786868, 0.004844069734893434, 0.002422034867446717, 0.0012110174337233584, 0.0006055087168616792, 0.0003027543584308396, 0.0001513771792154198, 7.56885896077099e-05, 3.784429480385495e-05, 1.8922147401927476e-05, 9.461073700963738e-06]",0.5381948907172825
5,0.0,"[0.8480287602972868, 0.8230388592409552, 0.8105439087127893, 0.8042964334487064, 0.801172695816665, 0.7996108270006441, 0.7988298925926338, 0.7984394253886287, 0.7982441917866261, 0.7981465749856247, 0.7980977665851241, 0.7980733623848738, 0.7980611602847486, 0.798055059234686]","[0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234, 0.7980489581846234]","[0.047488223472022896, 0.023744111736011448, 0.011872055868005724, 0.005936027934002862, 0.002968013967001431, 0.0014840069835007155, 0.0007420034917503578, 0.0003710017458751789, 0.00018550087293758944, 9.275043646879472e-05, 4.637521823439736e-05, 2.318760911719868e-05, 1.159380455859934e-05, 5.79690227929967e-06]",0.7980489581846234
6,0.0,"[0.8061076343975953, 0.7829129635562118, 0.77131562813552, 0.7655169604251744, 0.7626176265700013, 0.7611679596424149, 0.7604431261786215, 0.760080709446725, 0.7598995010807768, 0.7598088968978025, 0.7597635948063155, 0.7597409437605718, 0.7597296182377002, 0.7597239554762643]","[0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284, 0.7597182927148284]","[0.04618877151344487, 0.023094385756722437, 0.011547192878361218, 0.005773596439180609, 0.0028867982195903046, 0.0014433991097951523, 0.0007216995548975761, 0.0003608497774487881, 0.00018042488872439404, 9.021244436219702e-05, 4.510622218109851e-05, 2.2553111090549255e-05, 1.1276555545274627e-05, 5.638277772637314e-06]",0.7597182927148284
7,0.0,"[0.7455180955261772, 0.7189226768745357, 0.705624967548715, 0.6989761128858045, 0.6956516855543494, 0.6939894718886218, 0.693158365055758, 0.6927428116393262, 0.6925350349311101, 0.6924311465770021, 0.6923792023999481, 0.6923532303114213, 0.6923402442671578, 0.6923337512450258]","[0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942, 0.6923272582228942]","[0.04293663793834116, 0.02146831896917058, 0.01073415948458529, 0.005367079742292645, 0.0026835398711463226, 0.0013417699355731613, 0.0006708849677865806, 0.0003354424838932903, 0.00016772124194664516, 8.386062097332258e-05, 4.193031048666129e-05, 2.0965155243330645e-05, 1.0482577621665323e-05, 5.241288810832661e-06]",0.6923272582228942
8,0.0,"[0.7743053549448813, 0.7491264049078046, 0.7365369298892664, 0.7302421923799972, 0.7270948236253627, 0.7255211392480454, 0.7247342970593866, 0.7243408759650574, 0.7241441654178927, 0.7240458101443105, 0.7239966325075192, 0.7239720436891237, 0.7239597492799259, 0.7239536020753269]","[0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281, 0.7239474548707281]","[0.04572866731407624, 0.02286433365703812, 0.01143216682851906, 0.00571608341425953, 0.002858041707129765, 0.0014290208535648824, 0.0007145104267824412, 0.0003572552133912206, 0.0001786276066956103, 8.931380334780515e-05, 4.4656901673902576e-05, 2.2328450836951288e-05, 1.1164225418475644e-05, 5.582112709237822e-06]",0.7239474548707281
9,0.0,"[0.6918984510581974, 0.6458652957892013, 0.6228487181547031, 0.6134912827554636, 0.6108722429476847, 0.6095627230437953, 0.6089079630918507, 0.6085805831158784, 0.6084168931278922, 0.608335048133899, 0.6082941256369025, 0.6082736643884042, 0.6082634337641553, 0.6082583184520306]","[0.5998321405202051, 0.5998321405202051, 0.5998321405202051, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059, 0.6082532031399059]","[0.043576731415058315, 0.021788365707529157, 0.010894182853764579, 0.005447091426882289, 0.0027235457134411447, 0.0013617728567205723, 0.0006808864283602862, 0.0003404432141801431, 0.00017022160709007154, 8.511080354503577e-05, 4.2555401772517885e-05, 2.1277700886258943e-05, 1.0638850443129471e-05, 5.319425221564736e-06]",0.6082532031399059
10,0.0,"[0.7281364981965388, 0.693177747989839, 0.6756983728864889, 0.6669586853348141, 0.6625888415589766, 0.6604039196710578, 0.6593114587270984, 0.6587652282551189, 0.6584921130191289, 0.658355555401134, 0.6582872765921365, 0.6582531371876378, 0.6582360674853884, 0.6582275326342638]","[0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391, 0.6582189977831391]","[0.043460056416631955, 0.021730028208315978, 0.010865014104157989, 0.005432507052078994, 0.002716253526039497, 0.0013581267630197486, 0.0006790633815098743, 0.00033953169075493715, 0.00016976584537746857, 8.488292268873429e-05, 4.2441461344367144e-05, 2.1220730672183572e-05, 1.0610365336091786e-05, 5.305182668045893e-06]",0.6582189977831391
11,0.0,"[0.7932894345828918, 0.745601460600785, 0.7217574736097316, 0.7098354801142048, 0.7038744833664415, 0.7008939849925597, 0.699403735805619, 0.6986586112121487, 0.6982860489154133, 0.6980997677670457, 0.698006627192862, 0.69796005690577, 0.697936771762224, 0.6979251291904511]","[0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782, 0.6979134866186782]","[0.04981437849356454, 0.02490718924678227, 0.012453594623391136, 0.006226797311695568, 0.003113398655847784, 0.001556699327923892, 0.000778349663961946, 0.000389174831980973, 0.0001945874159904865, 9.729370799524325e-05, 4.8646853997621624e-05, 2.4323426998810812e-05, 1.2161713499405406e-05, 6.080856749702703e-06]",0.6979134866186782
12,0.0,"[0.7705475903957731, 0.7321706130999136, 0.712982124451984, 0.703387880128019, 0.6985907579660366, 0.6961921968850453, 0.6949929163445498, 0.694393276074302, 0.694093455939178, 0.6939435458716161, 0.6938685908378351, 0.6938311133209447, 0.6938123745624994, 0.6938030051832768]","[0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542, 0.6937936358040542]","[0.04490008645696915, 0.022450043228484574, 0.011225021614242287, 0.005612510807121144, 0.002806255403560572, 0.001403127701780286, 0.000701563850890143, 0.0003507819254450715, 0.00017539096272253574, 8.769548136126787e-05, 4.3847740680633934e-05, 2.1923870340316967e-05, 1.0961935170158484e-05, 5.480967585079242e-06]",0.6937936358040542
13,0.0,"[0.38601068465511257, 0.37380028460720466, 0.36769508458325073, 0.36464248457127374, 0.36311618456528527, 0.36235303456229107, 0.3619714595607939, 0.3617806720600454, 0.361685278309671, 0.36163758143448393, 0.3616137329968903, 0.36160180877809356, 0.36159584666869515]","[0.36158988455929675, 0.36158988455929675, 0.36158988455929675, 0.36158988455929675, 0.36158988455929675, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968, 0.3615898845592968]","[0.021854991391807632, 0.010927495695903816, 0.005463747847951908, 0.002731873923975954, 0.001365936961987977, 0.0006829684809939885, 0.00034148424049699425, 0.00017074212024849713, 8.537106012424856e-05, 4.268553006212428e-05, 2.134276503106214e-05, 1.067138251553107e-05, 5.335691257765535e-06]",0.3615898845592968
14,0.0,"[0.688036569981236, 0.663479681728896, 0.6521492085305267, 0.6478965191593042, 0.645770174473693, 0.6447070021308876, 0.6441754159594848, 0.6439096228737833, 0.6437767263309326, 0.6437102780595072, 0.6436770539237946, 0.6436604418559383, 0.6436521358220101]","[0.638922793476556, 0.638922793476556, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082, 0.643643829788082]","[0.04085742731455883, 0.020428713657279416, 0.010214356828639708, 0.005107178414319854, 0.002553589207159927, 0.0012767946035799635, 0.0006383973017899818, 0.0003191986508949909, 0.00015959932544749544, 7.979966272374772e-05, 3.989983136187386e-05, 1.994991568093693e-05, 9.974957840468465e-06]",0.643643829788082
15,0.0,"[0.7237569266258995, 0.6754721054573812, 0.651329694873122, 0.6392584895809924, 0.6332228869349277, 0.6316640952652142, 0.630891611902003, 0.6305053702203975, 0.6303122493795947, 0.6302156889591932, 0.6301674087489927, 0.6301432686438924, 0.630131198591342, 0.6301251635650671]","[0.6271872842888628, 0.6271872842888628, 0.6271872842888628, 0.6271872842888628, 0.6271872842888628, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919, 0.6301191285387919]","[0.044953752533066035, 0.022476876266533018, 0.011238438133266509, 0.005619219066633254, 0.002809609533316627, 0.0014048047666583136, 0.0007024023833291568, 0.0003512011916645784, 0.0001756005958322892, 8.78002979161446e-05, 4.39001489580723e-05, 2.195007447903615e-05, 1.0975037239518075e-05, 5.4875186197590375e-06]",0.6301191285387919
16,0.0,"[0.732933496139301, 0.7179983998780165, 0.7105308517473742, 0.706797077682053, 0.7049301906493926, 0.7039967471330623, 0.7035300253748971, 0.7032966644958146, 0.7031799840562734, 0.7031216438365027, 0.7030924737266172, 0.7030778886716746, 0.7030705961442034]","[0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732, 0.703063303616732]","[0.040793400647195104, 0.020396700323597552, 0.010198350161798776, 0.005099175080899388, 0.002549587540449694, 0.001274793770224847, 0.0006373968851124235, 0.00031869844255621175, 0.00015934922127810587, 7.967461063905294e-05, 3.983730531952647e-05, 1.9918652659763234e-05, 9.959326329881617e-06]",0.703063303616732
17,0.0,"[0.6736725321881492, 0.6623321306439935, 0.6576332075893784, 0.655283746062071, 0.654109015298417, 0.6535216499165903, 0.6532279672256768, 0.6530811258802202, 0.6530077052074917, 0.6529709948711276, 0.6529526397029455, 0.6529434621188545, 0.652938873326809]","[0.6465036943638882, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634]","[0.038108841387760294, 0.019054420693880147, 0.009527210346940073, 0.004763605173470037, 0.0023818025867350183, 0.0011909012933675092, 0.0005954506466837546, 0.0002977253233418773, 0.00014886266167093865, 7.443133083546932e-05, 3.721566541773466e-05, 1.860783270886733e-05, 9.303916354433665e-06]",0.6529342845347634
18,0.0,"[0.6535148109595738, 0.6127417586703585, 0.592355232525751, 0.5821619694534471, 0.5770653379172952, 0.5745170221492193, 0.5732428642651812, 0.5726057853231623, 0.5722872458521527, 0.572127976116648, 0.5720483412488957, 0.5720085238150194, 0.5719886150980814]","[0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433, 0.5719687063811433]","[0.04024457156511045, 0.020122285782555226, 0.010061142891277613, 0.005030571445638806, 0.002515285722819403, 0.0012576428614097016, 0.0006288214307048508, 0.0003144107153524254, 0.0001572053576762127, 7.860267883810635e-05, 3.9301339419053175e-05, 1.9650669709526588e-05, 9.825334854763294e-06]",0.5719687063811433
19,0.0,"[0.800552327670706, 0.7871072258145876, 0.7803846748865284, 0.7770233994224987, 0.7753427616904839, 0.7745024428244764, 0.7740822833914728, 0.773872203674971, 0.7737671638167201, 0.7737146438875945, 0.7736883839230317, 0.7736752539407504, 0.7736686889496097, 0.7736654064540394]","[0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691, 0.7736621239584691]","[0.044794515704137935, 0.022397257852068968, 0.011198628926034484, 0.005599314463017242, 0.002799657231508621, 0.0013998286157543105, 0.0006999143078771552, 0.0003499571539385776, 0.0001749785769692888, 8.74892884846444e-05, 4.37446442423222e-05, 2.18723221211611e-05, 1.093616106058055e-05, 5.468080530290275e-06]",0.7736621239584691
20,0.0,"[0.8499706855123003, 0.8295105394773308, 0.8254535862224883, 0.8234818197571944, 0.8224959365245474, 0.8220029949082241, 0.8217565241000624, 0.8216332886959814, 0.821571670993941, 0.8215408621429208, 0.8215254577174108, 0.8215177555046558, 0.8215139043982781, 0.8215119788450893]","[0.8038807392773192, 0.8186146834044976, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006, 0.8215100532919006]","[0.047821303508952, 0.023910651754476, 0.011955325877238, 0.005977662938619, 0.0029888314693095, 0.00149441573465475, 0.000747207867327375, 0.0003736039336636875, 0.00018680196683184375, 9.340098341592188e-05, 4.670049170796094e-05, 2.335024585398047e-05, 1.1675122926990235e-05, 5.837561463495117e-06]",0.8215100532919006
